kemendagri_kode_desa_kelurahan,bps_kode_kabupaten_kota,skor_simpan_pinjam,skor_sinyal,jumlah_alat_teknologi_tepat_guna_perikanan,jumlah_alat_teknologi_tepat_guna_peternakan,kode_kabupaten_kota,skor_kesehatan,cluster
321.14.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.14.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.14.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.14.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.14.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.14.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.14.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.14.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2012,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.15.2013,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2012,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2013,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2014,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.16.2015,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2012,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2013,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.17.2014,3201,1,0.0,0.0,0.0,3201,4.610576923076923,2
321.17.2015,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2012,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2013,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.18.2014,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2012,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2013,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2014,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2015,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.19.2016,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.20.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.20.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.20.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.20.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.20.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.20.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.20.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.20.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.20.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.20.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.20.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.21.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.21.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.21.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.21.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.21.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.21.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.21.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.21.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.21.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.21.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.21.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2002,3201,1,0.0,0.0,0.0,3201,4.610576923076923,2
321.22.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2012,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2013,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2014,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.22.2015,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.23.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.23.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.23.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.23.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.23.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.23.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.23.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.23.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.23.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2012,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.24.2013,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.25.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.25.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.25.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.25.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.25.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.25.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.25.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.25.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.25.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.26.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.26.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.26.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.26.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.26.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.26.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.26.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.26.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.26.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.26.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.26.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.26.2012,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.27.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.27.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.27.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.27.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.27.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.27.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.27.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.27.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.27.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.27.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.27.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.27.2012,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.28.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.28.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.28.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.28.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.28.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.28.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.28.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.28.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.28.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.29.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.29.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.29.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.29.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.29.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.29.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.29.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.29.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.29.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.29.2011,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.30.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.30.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.30.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.30.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.30.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.30.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.30.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.30.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.30.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.30.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.31.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.31.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.31.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.31.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.31.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.31.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.31.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.31.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.32.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.32.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.32.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.32.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.32.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.32.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.32.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.32.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.32.2009,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.33.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.33.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.33.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.33.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.33.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.33.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.33.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.33.2008,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.33.2009,3201,1,0.0,0.0,0.0,3201,4.610576923076923,2
321.33.2010,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.34.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.34.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.34.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.34.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.34.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.34.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.34.2007,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.35.2001,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.35.2002,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.35.2003,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.35.2004,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.35.2005,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
321.35.2006,3201,0,0.0,0.0,0.0,3201,4.610576923076923,0
