kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_alat_teknologi_tepat_guna_perikanan,satuan,tahun,id
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211181.0,SURIAN,3211181006.0,RANGGASARI,32.11.09,SURIAN,32.11.09.2008,RANGGASARI,0.0,UNIT,2019.0,3647
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211181.0,SURIAN,3211181009.0,NANJUNG WANGI,32.11.09,SURIAN,32.11.09.2009,NANJUNG WANGI,0.0,UNIT,2019.0,3648
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180008.0,BUAHDUA,32.11.10,BUAHDUA,32.11.10.2001,BUAHDUA,0.0,UNIT,2019.0,3649
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180012.0,HARIANG,32.11.10,BUAHDUA,32.11.10.2002,HARIANG,0.0,UNIT,2019.0,3650
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180014.0,KARANGBUNGUR,32.11.10,BUAHDUA,32.11.10.2003,KARANGBUNGUR,0.0,UNIT,2019.0,3651
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180011.0,MEKARMUKTI,32.11.10,BUAHDUA,32.11.10.2004,MEKARMUKTI,0.0,UNIT,2019.0,3652
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180010.0,CITALEUS,32.11.10,BUAHDUA,32.11.10.2005,CITALEUS,0.0,UNIT,2019.0,3653
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180006.0,NAGRAK,32.11.10,BUAHDUA,32.11.10.2006,NAGRAK,0.0,UNIT,2019.0,3654
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180003.0,CIBITUNG,32.11.10,BUAHDUA,32.11.10.2007,CIBITUNG,0.0,UNIT,2019.0,3655
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180001.0,SEKARWANGI,32.11.10,BUAHDUA,32.11.10.2008,SEKARWANGI,0.0,UNIT,2019.0,3656
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180009.0,GENDEREH,32.11.10,BUAHDUA,32.11.10.2009,GENDEREH,0.0,UNIT,2019.0,3657
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180007.0,PANYINDANGAN,32.11.10,BUAHDUA,32.11.10.2010,PANYINDANGAN,0.0,UNIT,2019.0,3658
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180002.0,CILANGKAP,32.11.10,BUAHDUA,32.11.10.2011,CILANGKAP,0.0,UNIT,2019.0,3659
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180005.0,BOJONGLOA,32.11.10,BUAHDUA,32.11.10.2012,BOJONGLOA,0.0,UNIT,2019.0,3660
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180004.0,CIKURUBUK,32.11.10,BUAHDUA,32.11.10.2013,CIKURUBUK,0.0,UNIT,2019.0,3661
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211180.0,BUAHDUA,3211180015.0,CIAWITALI,32.11.10,BUAHDUA,32.11.10.2014,CIAWITALI,0.0,UNIT,2019.0,3662
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211030.0,TANJUNGSARI,3211030015.0,GUDANG,32.11.11,TANJUNGSARI,32.11.11.2001,GUDANG,0.0,UNIT,2019.0,3663
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211030.0,TANJUNGSARI,3211030010.0,TANJUNGSARI,32.11.11,TANJUNGSARI,32.11.11.2002,TANJUNGSARI,0.0,UNIT,2019.0,3664
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211030.0,TANJUNGSARI,3211030011.0,JATISARI,32.11.11,TANJUNGSARI,32.11.11.2003,JATISARI,0.0,UNIT,2019.0,3665
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211030.0,TANJUNGSARI,3211030014.0,MARGALUYU,32.11.11,TANJUNGSARI,32.11.11.2004,MARGALUYU,0.0,UNIT,2019.0,3666
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211030.0,TANJUNGSARI,3211030012.0,KUTAMANDIRI,32.11.11,TANJUNGSARI,32.11.11.2005,KUTAMANDIRI,0.0,UNIT,2019.0,3667
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211030.0,TANJUNGSARI,3211030009.0,MARGAJAYA,32.11.11,TANJUNGSARI,32.11.11.2006,MARGAJAYA,0.0,UNIT,2019.0,3668
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211030.0,TANJUNGSARI,3211030002.0,RAHARJA,32.11.11,TANJUNGSARI,32.11.11.2007,RAHARJA,0.0,UNIT,2019.0,3669
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211030.0,TANJUNGSARI,3211030027.0,CIJAMBU,32.11.11,TANJUNGSARI,32.11.11.2008,CIJAMBU,0.0,UNIT,2019.0,3670
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211030.0,TANJUNGSARI,3211030018.0,PASIGARAN,32.11.11,TANJUNGSARI,32.11.11.2009,PASIGARAN,0.0,UNIT,2019.0,3671
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211030.0,TANJUNGSARI,3211030008.0,GUNUNGMANIK,32.11.11,TANJUNGSARI,32.11.11.2010,GUNUNGMANIK,0.0,UNIT,2019.0,3672
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211030.0,TANJUNGSARI,3211030025.0,KADAKAJAYA,32.11.11,TANJUNGSARI,32.11.11.2011,KADAKAJAYA,0.0,UNIT,2019.0,3673
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211030.0,TANJUNGSARI,3211030001.0,CINANJUNG,32.11.11,TANJUNGSARI,32.11.11.2012,CINANJUNG,0.0,UNIT,2019.0,3674
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211031.0,SUKASARI,3211031002.0,SUKASARI,32.11.12,SUKASARI,32.11.12.2001,SUKASARI,0.0,UNIT,2019.0,3675
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211031.0,SUKASARI,3211031007.0,GENTENG,32.11.12,SUKASARI,32.11.12.2002,GENTENG,0.0,UNIT,2019.0,3676
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211031.0,SUKASARI,3211031006.0,BANYURESMI,32.11.12,SUKASARI,32.11.12.2003,BANYURESMI,0.0,UNIT,2019.0,3677
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211031.0,SUKASARI,3211031005.0,NANGGERANG,32.11.12,SUKASARI,32.11.12.2004,NANGGERANG,0.0,UNIT,2019.0,3678
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211031.0,SUKASARI,3211031003.0,MEKARSARI,32.11.12,SUKASARI,32.11.12.2005,MEKARSARI,0.0,UNIT,2019.0,3679
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211031.0,SUKASARI,3211031004.0,SINDANGSARI,32.11.12,SUKASARI,32.11.12.2006,SINDANGSARI,0.0,UNIT,2019.0,3680
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211031.0,SUKASARI,3211031001.0,SUKARAPIH,32.11.12,SUKASARI,32.11.12.2007,SUKARAPIH,0.0,UNIT,2019.0,3681
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211032.0,PAMULIHAN,3211032006.0,CIGENDEL,32.11.13,PAMULIHAN,32.11.13.2001,CIGENDEL,0.0,UNIT,2019.0,3682
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211032.0,PAMULIHAN,3211032005.0,CIJERUK,32.11.13,PAMULIHAN,32.11.13.2002,CIJERUK,0.0,UNIT,2019.0,3683
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211032.0,PAMULIHAN,3211032010.0,PAMULIHAN,32.11.13,PAMULIHAN,32.11.13.2003,PAMULIHAN,0.0,UNIT,2019.0,3684
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211032.0,PAMULIHAN,3211032007.0,HAURGOMBONG,32.11.13,PAMULIHAN,32.11.13.2004,HAURGOMBONG,0.0,UNIT,2019.0,3685
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211032.0,PAMULIHAN,3211032002.0,CILEMBU,32.11.13,PAMULIHAN,32.11.13.2005,CILEMBU,0.0,UNIT,2019.0,3686
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211032.0,PAMULIHAN,3211032003.0,CIMARIAS,32.11.13,PAMULIHAN,32.11.13.2006,CIMARIAS,0.0,UNIT,2019.0,3687
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211032.0,PAMULIHAN,3211032004.0,CINANGGERANG,32.11.13,PAMULIHAN,32.11.13.2007,CINANGGERANG,0.0,UNIT,2019.0,3688
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211032.0,PAMULIHAN,3211032001.0,MEKARBAKTI,32.11.13,PAMULIHAN,32.11.13.2008,MEKARBAKTI,0.0,UNIT,2019.0,3689
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211032.0,PAMULIHAN,3211032011.0,SUKAWANGI,32.11.13,PAMULIHAN,32.11.13.2009,SUKAWANGI,0.0,UNIT,2019.0,3690
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211032.0,PAMULIHAN,3211032008.0,CIPTASARI,32.11.13,PAMULIHAN,32.11.13.2010,CIPTASARI,0.0,UNIT,2019.0,3691
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211032.0,PAMULIHAN,3211032009.0,CITALI,32.11.13,PAMULIHAN,32.11.13.2011,CITALI,0.0,UNIT,2019.0,3692
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211020.0,CIMANGGUNG,3211020008.0,CIMANGGUNG,32.11.14,CIMANGGUNG,32.11.14.2001,CIMANGGUNG,0.0,UNIT,2019.0,3693
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211020.0,CIMANGGUNG,3211020007.0,SINDANGPAKUON,32.11.14,CIMANGGUNG,32.11.14.2002,SINDANGPAKUON,0.0,UNIT,2019.0,3694
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211020.0,CIMANGGUNG,3211020009.0,TEGALMANGGUNG,32.11.14,CIMANGGUNG,32.11.14.2003,TEGALMANGGUNG,0.0,UNIT,2019.0,3695
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211020.0,CIMANGGUNG,3211020010.0,SINDULANG,32.11.14,CIMANGGUNG,32.11.14.2004,SINDULANG,0.0,UNIT,2019.0,3696
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211020.0,CIMANGGUNG,3211020006.0,SINDANGGALIH,32.11.14,CIMANGGUNG,32.11.14.2005,SINDANGGALIH,0.0,UNIT,2019.0,3697
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211020.0,CIMANGGUNG,3211020002.0,SAWAHDADAP,32.11.14,CIMANGGUNG,32.11.14.2006,SAWAHDADAP,0.0,UNIT,2019.0,3698
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211020.0,CIMANGGUNG,3211020005.0,CIKAHURIPAN,32.11.14,CIMANGGUNG,32.11.14.2007,CIKAHURIPAN,0.0,UNIT,2019.0,3699
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211020.0,CIMANGGUNG,3211020003.0,SUKADANA,32.11.14,CIMANGGUNG,32.11.14.2008,SUKADANA,0.0,UNIT,2019.0,3700
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211020.0,CIMANGGUNG,3211020001.0,MANGUNARGA,32.11.14,CIMANGGUNG,32.11.14.2009,MANGUNARGA,0.0,UNIT,2019.0,3701
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211020.0,CIMANGGUNG,3211020004.0,CIHANJUANG,32.11.14,CIMANGGUNG,32.11.14.2010,CIHANJUANG,0.0,UNIT,2019.0,3702
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211020.0,CIMANGGUNG,3211020011.0,PASIRNANJUNG,32.11.14,CIMANGGUNG,32.11.14.2011,PASIRNANJUNG,0.0,UNIT,2019.0,3703
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211010.0,JATINANGOR,3211010009.0,CIKERUH,32.11.15,JATINANGOR,32.11.15.2001,CIKERUH,0.0,UNIT,2019.0,3704
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211010.0,JATINANGOR,3211010008.0,HEGARMANAH,32.11.15,JATINANGOR,32.11.15.2002,HEGARMANAH,0.0,UNIT,2019.0,3705
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211010.0,JATINANGOR,3211010010.0,CIBEUSI,32.11.15,JATINANGOR,32.11.15.2003,CIBEUSI,0.0,UNIT,2019.0,3706
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211010.0,JATINANGOR,3211010001.0,CIPACING,32.11.15,JATINANGOR,32.11.15.2004,CIPACING,0.0,UNIT,2019.0,3707
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211010.0,JATINANGOR,3211010002.0,SAYANG,32.11.15,JATINANGOR,32.11.15.2005,SAYANG,0.0,UNIT,2019.0,3708
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211010.0,JATINANGOR,3211010003.0,MEKARGALIH,32.11.15,JATINANGOR,32.11.15.2006,MEKARGALIH,0.0,UNIT,2019.0,3709
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211010.0,JATINANGOR,3211010004.0,CINTAMULYA,32.11.15,JATINANGOR,32.11.15.2007,CINTAMULYA,0.0,UNIT,2019.0,3710
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211010.0,JATINANGOR,3211010006.0,JATIMUKTI,32.11.15,JATINANGOR,32.11.15.2008,JATIMUKTI,0.0,UNIT,2019.0,3711
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211010.0,JATINANGOR,3211010005.0,CISEMPUR,32.11.15,JATINANGOR,32.11.15.2009,CISEMPUR,0.0,UNIT,2019.0,3712
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211010.0,JATINANGOR,3211010007.0,JATIROKE,32.11.15,JATINANGOR,32.11.15.2010,JATIROKE,0.0,UNIT,2019.0,3713
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211010.0,JATINANGOR,3211010011.0,CILELES,32.11.15,JATINANGOR,32.11.15.2011,CILELES,0.0,UNIT,2019.0,3714
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211010.0,JATINANGOR,3211010012.0,CILAYUNG,32.11.15,JATINANGOR,32.11.15.2012,CILAYUNG,0.0,UNIT,2019.0,3715
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211040.0,RANCAKALONG,3211040011.0,NAGARAWANGI,32.11.16,RANCAKALONG,32.11.16.2001,NAGARAWANGI,0.0,UNIT,2019.0,3716
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211040.0,RANCAKALONG,3211040012.0,CIBUNAR,32.11.16,RANCAKALONG,32.11.16.2002,CIBUNAR,0.0,UNIT,2019.0,3717
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211040.0,RANCAKALONG,3211040013.0,PANGADEGAN,32.11.16,RANCAKALONG,32.11.16.2003,PANGADEGAN,0.0,UNIT,2019.0,3718
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211040.0,RANCAKALONG,3211040010.0,SUKAHAYU,32.11.16,RANCAKALONG,32.11.16.2004,SUKAHAYU,0.0,UNIT,2019.0,3719
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211040.0,RANCAKALONG,3211040009.0,SUKAMAJU,32.11.16,RANCAKALONG,32.11.16.2005,SUKAMAJU,0.0,UNIT,2019.0,3720
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211040.0,RANCAKALONG,3211040008.0,PAMEKARAN,32.11.16,RANCAKALONG,32.11.16.2006,PAMEKARAN,0.0,UNIT,2019.0,3721
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211040.0,RANCAKALONG,3211040007.0,RANCAKALONG,32.11.16,RANCAKALONG,32.11.16.2007,RANCAKALONG,0.0,UNIT,2019.0,3722
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211040.0,RANCAKALONG,3211040002.0,SUKASIRNARASA,32.11.16,RANCAKALONG,32.11.16.2008,SUKASIRNARASA,0.0,UNIT,2019.0,3723
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211040.0,RANCAKALONG,3211040014.0,CIBUNGUR,32.11.16,RANCAKALONG,32.11.16.2009,CIBUNGUR,0.0,UNIT,2019.0,3724
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211040.0,RANCAKALONG,3211040006.0,PASIRBIRU,32.11.16,RANCAKALONG,32.11.16.2010,PASIRBIRU,0.0,UNIT,2019.0,3725
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211050.0,SUMEDANG SELATAN,3211050009.0,SUKAGALIH,32.11.17,SUMEDANG SELATAN,32.11.17.2005,SUKAGALIH,0.0,UNIT,2019.0,3726
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211050.0,SUMEDANG SELATAN,3211050008.0,BAGINDA,32.11.17,SUMEDANG SELATAN,32.11.17.2006,BAGINDA,0.0,UNIT,2019.0,3727
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211050.0,SUMEDANG SELATAN,3211050003.0,CIPANCAR,32.11.17,SUMEDANG SELATAN,32.11.17.2007,CIPANCAR,0.0,UNIT,2019.0,3728
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211050.0,SUMEDANG SELATAN,3211050004.0,CITENGAH,32.11.17,SUMEDANG SELATAN,32.11.17.2008,CITENGAH,0.0,UNIT,2019.0,3729
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211050.0,SUMEDANG SELATAN,3211050007.0,GUNASARI,32.11.17,SUMEDANG SELATAN,32.11.17.2009,GUNASARI,0.0,UNIT,2019.0,3730
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211050.0,SUMEDANG SELATAN,3211050001.0,SUKAJAYA,32.11.17,SUMEDANG SELATAN,32.11.17.2010,SUKAJAYA,0.0,UNIT,2019.0,3731
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211050.0,SUMEDANG SELATAN,3211050002.0,MARGAMEKAR,32.11.17,SUMEDANG SELATAN,32.11.17.2011,MARGAMEKAR,0.0,UNIT,2019.0,3732
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211050.0,SUMEDANG SELATAN,3211050014.0,CIHERANG,32.11.17,SUMEDANG SELATAN,32.11.17.2012,CIHERANG,0.0,UNIT,2019.0,3733
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211050.0,SUMEDANG SELATAN,3211050016.0,MARGALAKSANA,32.11.17,SUMEDANG SELATAN,32.11.17.2013,MARGALAKSANA,0.0,UNIT,2019.0,3734
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211050.0,SUMEDANG SELATAN,3211050015.0,MEKAR RAHAYU,32.11.17,SUMEDANG SELATAN,32.11.17.2014,MEKAR RAHAYU,0.0,UNIT,2019.0,3735
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211060.0,SUMEDANG UTARA,3211060004.0,PADASUKA,32.11.18,SUMEDANG UTARA,32.11.18.2004,PADASUKA,0.0,UNIT,2019.0,3736
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211060.0,SUMEDANG UTARA,3211060003.0,MULYASARI,32.11.18,SUMEDANG UTARA,32.11.18.2005,MULYASARI,0.0,UNIT,2019.0,3737
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211060.0,SUMEDANG UTARA,3211060002.0,GIRIMUKTI,32.11.18,SUMEDANG UTARA,32.11.18.2006,GIRIMUKTI,0.0,UNIT,2019.0,3738
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211060.0,SUMEDANG UTARA,3211060006.0,MEKARJAYA,32.11.18,SUMEDANG UTARA,32.11.18.2007,MEKARJAYA,0.0,UNIT,2019.0,3739
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211060.0,SUMEDANG UTARA,3211060005.0,MARGAMUKTI,32.11.18,SUMEDANG UTARA,32.11.18.2008,MARGAMUKTI,0.0,UNIT,2019.0,3740
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211060.0,SUMEDANG UTARA,3211060001.0,SIRNAMULYA,32.11.18,SUMEDANG UTARA,32.11.18.2009,SIRNAMULYA,0.0,UNIT,2019.0,3741
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211060.0,SUMEDANG UTARA,3211060009.0,KEBONJATI,32.11.18,SUMEDANG UTARA,32.11.18.2010,KEBONJATI,0.0,UNIT,2019.0,3742
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211060.0,SUMEDANG UTARA,3211060008.0,JATIHURIP,32.11.18,SUMEDANG UTARA,32.11.18.2011,JATIHURIP,0.0,UNIT,2019.0,3743
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211060.0,SUMEDANG UTARA,3211060007.0,JATIMULYA,32.11.18,SUMEDANG UTARA,32.11.18.2012,JATIMULYA,0.0,UNIT,2019.0,3744
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211060.0,SUMEDANG UTARA,3211060013.0,RANCAMULYA,32.11.18,SUMEDANG UTARA,32.11.18.2013,RANCAMULYA,0.0,UNIT,2019.0,3745
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211061.0,GANEAS,3211061006.0,GANEAS,32.11.19,GANEAS,32.11.19.2001,GANEAS,0.0,UNIT,2019.0,3746
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211061.0,GANEAS,3211061003.0,DAYEUHLUHUR,32.11.19,GANEAS,32.11.19.2002,DAYEUHLUHUR,0.0,UNIT,2019.0,3747
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211061.0,GANEAS,3211061004.0,CIKONENG,32.11.19,GANEAS,32.11.19.2003,CIKONENG,0.0,UNIT,2019.0,3748
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211061.0,GANEAS,3211061007.0,SUKALUYU,32.11.19,GANEAS,32.11.19.2004,SUKALUYU,0.0,UNIT,2019.0,3749
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211061.0,GANEAS,3211061005.0,SUKAWENING,32.11.19,GANEAS,32.11.19.2005,SUKAWENING,0.0,UNIT,2019.0,3750
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211061.0,GANEAS,3211061002.0,TANJUNGHURIP,32.11.19,GANEAS,32.11.19.2006,TANJUNGHURIP,0.0,UNIT,2019.0,3751
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211061.0,GANEAS,3211061001.0,CIKONDANG,32.11.19,GANEAS,32.11.19.2007,CIKONDANG,0.0,UNIT,2019.0,3752
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211061.0,GANEAS,3211061008.0,CIKONENGKULON,32.11.19,GANEAS,32.11.19.2008,CIKONENGKULON,0.0,UNIT,2019.0,3753
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211170.0,TANJUNGKERTA,3211170009.0,SUKAMANTRI,32.11.20,TANJUNGKERTA,32.11.20.2001,SUKAMANTRI,0.0,UNIT,2019.0,3754
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211170.0,TANJUNGKERTA,3211170006.0,CIPANAS,32.11.20,TANJUNGKERTA,32.11.20.2002,CIPANAS,0.0,UNIT,2019.0,3755
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211170.0,TANJUNGKERTA,3211170005.0,GUNTURMEKAR,32.11.20,TANJUNGKERTA,32.11.20.2003,GUNTURMEKAR,0.0,UNIT,2019.0,3756
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211170.0,TANJUNGKERTA,3211170008.0,MULYAMEKAR,32.11.20,TANJUNGKERTA,32.11.20.2004,MULYAMEKAR,0.0,UNIT,2019.0,3757
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211170.0,TANJUNGKERTA,3211170007.0,BANYUASIH,32.11.20,TANJUNGKERTA,32.11.20.2005,BANYUASIH,0.0,UNIT,2019.0,3758
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211170.0,TANJUNGKERTA,3211170017.0,KERTAMEKAR,32.11.20,TANJUNGKERTA,32.11.20.2006,KERTAMEKAR,0.0,UNIT,2019.0,3759
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211170.0,TANJUNGKERTA,3211170016.0,KERTAHARJA,32.11.20,TANJUNGKERTA,32.11.20.2007,KERTAHARJA,0.0,UNIT,2019.0,3760
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211170.0,TANJUNGKERTA,3211170004.0,CIGENTUR,32.11.20,TANJUNGKERTA,32.11.20.2008,CIGENTUR,0.0,UNIT,2019.0,3761
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211170.0,TANJUNGKERTA,3211170003.0,TANJUNGMEKAR,32.11.20,TANJUNGKERTA,32.11.20.2009,TANJUNGMEKAR,0.0,UNIT,2019.0,3762
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211170.0,TANJUNGKERTA,3211170018.0,TANJUNGMULYA,32.11.20,TANJUNGKERTA,32.11.20.2010,TANJUNGMULYA,0.0,UNIT,2019.0,3763
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211170.0,TANJUNGKERTA,3211170019.0,BOROS,32.11.20,TANJUNGKERTA,32.11.20.2011,BOROS,0.0,UNIT,2019.0,3764
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211170.0,TANJUNGKERTA,3211170020.0,AWILEGA,32.11.20,TANJUNGKERTA,32.11.20.2012,AWILEGA,0.0,UNIT,2019.0,3765
32.0,JAWA BARAT,3211.0,KABUPATEN SUMEDANG,3211171.0,TANJUNGMEDAR,3211171004.0,CIKARAMAS,32.11.21,TANJUNGMEDAR,32.11.21.2001,CIKARAMAS,0.0,UNIT,2019.0,3766
