bps_kode_desa_kelurahan,bps_nama_kabupaten_kota,bps_nama_desa_kelurahan,tahun,jarak_sd_terdekat,keberadaan_bumdesa_keuangan_program_usaha_ekonomi_desa,jumlah_fasilitas_olahraga,status_sinyal_telepon_seluler,jumlah_alat_teknologi_tepat_guna_perikanan,jumlah_alat_teknologi_tepat_guna_peternakan,ketersediaan_tempat_pembuangan_sampah,jumlah_tenaga_kesehatan_lainnya,sinyal_score,bumdes_score,sampah_score,cluster,status_desa
3201190006.0,KABUPATEN BOGOR,WANAHERANG,2020.0,120.0,TIDAK ADA,13.0,SINYAL KUAT,0.0,0.0,ADA,10,3,0,1,1,Maju
3201190010.0,KABUPATEN BOGOR,BOJONG KULUR,2020.0,500.0,TIDAK ADA,17.0,SINYAL KUAT,0.0,0.0,ADA,8,3,0,1,1,Maju
3201190009.0,KABUPATEN BOGOR,CIANGSANA,2020.0,50.0,TIDAK ADA,28.0,SINYAL KUAT,0.0,0.0,ADA,5,3,0,1,1,Maju
3201190002.0,KABUPATEN BOGOR,GUNUNG PUTRI,2020.0,500.0,TIDAK ADA,9.0,SINYAL KUAT,12.0,25.0,ADA,0,3,0,1,2,Mandiri (Ekonomi)
3201190004.0,KABUPATEN BOGOR,BOJONG NANGKA,2020.0,500.0,TIDAK ADA,51.0,SINYAL KUAT,3.0,2.0,TIDAK ADA,4,3,0,0,0,Tertinggal
3201190003.0,KABUPATEN BOGOR,TLAJUNG UDIK,2020.0,1000.0,TIDAK ADA,36.0,SINYAL KUAT,0.0,0.0,ADA,0,3,0,1,1,Maju
3201190005.0,KABUPATEN BOGOR,CICADAS,2020.0,50.0,TIDAK ADA,30.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201190007.0,KABUPATEN BOGOR,CIKEAS UDIK,2020.0,30.0,TIDAK ADA,23.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201190008.0,KABUPATEN BOGOR,NAGRAK,2020.0,35.0,TIDAK ADA,15.0,SINYAL KUAT,3.0,2.0,TIDAK ADA,5,3,0,0,0,Tertinggal
3201190001.0,KABUPATEN BOGOR,KARANGGAN,2020.0,10.0,TIDAK ADA,24.0,SINYAL KUAT,20.0,2.0,ADA,0,3,0,1,2,Mandiri (Ekonomi)
3201200014.0,KABUPATEN BOGOR,PUSPASARI,2020.0,25.0,TIDAK ADA,18.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201200012.0,KABUPATEN BOGOR,CITEUREUP,2020.0,50.0,TIDAK ADA,9.0,SINYAL KUAT,6.0,4.0,ADA,2,3,0,1,1,Maju
3201200006.0,KABUPATEN BOGOR,LEUWINUTUG,2020.0,100.0,TIDAK ADA,6.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201200003.0,KABUPATEN BOGOR,TAJUR,2020.0,2.0,TIDAK ADA,18.0,SINYAL KUAT,2.0,4.0,ADA,70,3,0,1,1,Maju
3201200007.0,KABUPATEN BOGOR,SANJA,2020.0,500.0,TIDAK ADA,5.0,SINYAL KUAT,3.0,5.0,ADA,2,3,0,1,1,Maju
3201200009.0,KABUPATEN BOGOR,KARANG ASEM TIMUR,2020.0,10.0,TIDAK ADA,6.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201200010.0,KABUPATEN BOGOR,TARIKOLOT,2020.0,100.0,ADA,19.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,1,0,4,Mandiri (Tata Kelola)
3201200011.0,KABUPATEN BOGOR,GUNUNGSARI,2020.0,500.0,TIDAK ADA,11.0,SINYAL KUAT,0.0,0.0,ADA,75,3,0,1,1,Maju
3201200001.0,KABUPATEN BOGOR,TANGKIL,2020.0,100.0,TIDAK ADA,17.0,SINYAL KUAT,6.0,5.0,ADA,0,3,0,1,1,Maju
3201200005.0,KABUPATEN BOGOR,SUKAHATI,2020.0,5.0,TIDAK ADA,7.0,SINYAL KUAT,4.0,15.0,ADA,4,3,0,1,2,Mandiri (Ekonomi)
3201200002.0,KABUPATEN BOGOR,HAMBALANG,2020.0,500.0,TIDAK ADA,8.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,2,2,0,0,3,Sangat Tertinggal
3201200004.0,KABUPATEN BOGOR,PASIRMUKTI,2020.0,200.0,TIDAK ADA,5.0,SINYAL KUAT,4.0,5.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201130002.0,KABUPATEN BOGOR,GUNUNGGEULIS,2020.0,10.0,TIDAK ADA,1.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,3,2,0,0,3,Sangat Tertinggal
3201130012.0,KABUPATEN BOGOR,CILEBUT TIMUR,2020.0,100.0,TIDAK ADA,1.0,SINYAL KUAT,4.0,3.0,ADA,2,3,0,1,1,Maju
3201130013.0,KABUPATEN BOGOR,CILEBUT BARAT,2020.0,200.0,TIDAK ADA,5.0,SINYAL KUAT,2.0,2.0,ADA,2,3,0,1,1,Maju
3201130001.0,KABUPATEN BOGOR,CIBANON,2020.0,50.0,TIDAK ADA,1.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201130003.0,KABUPATEN BOGOR,NAGRAK,2020.0,500.0,TIDAK ADA,2.0,SINYAL KUAT,0.0,0.0,ADA,7,3,0,1,1,Maju
3201130004.0,KABUPATEN BOGOR,SUKATANI,2020.0,200.0,TIDAK ADA,2.0,SINYAL KUAT,0.0,0.0,ADA,1,3,0,1,1,Maju
3201130005.0,KABUPATEN BOGOR,SUKARAJA,2020.0,200.0,TIDAK ADA,5.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201130006.0,KABUPATEN BOGOR,CIKEAS,2020.0,15.0,TIDAK ADA,11.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201130011.0,KABUPATEN BOGOR,PASIR JAMBU,2020.0,5.0,TIDAK ADA,1.0,SINYAL KUAT,4.0,3.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201130010.0,KABUPATEN BOGOR,CIMANDALA,2020.0,200.0,TIDAK ADA,7.0,SINYAL KUAT,10.0,1.0,ADA,10,3,0,1,1,Maju
3201130009.0,KABUPATEN BOGOR,CIJUJUNG,2020.0,50.0,TIDAK ADA,31.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201130007.0,KABUPATEN BOGOR,CADASNGAMPAR,2020.0,700.0,TIDAK ADA,7.0,SINYAL KUAT,3.0,3.0,ADA,3,3,0,1,1,Maju
3201130008.0,KABUPATEN BOGOR,PASIRLAJA,2020.0,200.0,TIDAK ADA,11.0,SINYAL KUAT,0.0,0.0,ADA,5,3,0,1,1,Maju
3201140001.0,KABUPATEN BOGOR,CIJAYANTI,2020.0,106.0,TIDAK ADA,14.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,3,2,0,0,3,Sangat Tertinggal
3201140004.0,KABUPATEN BOGOR,SUMURBATU,2020.0,1000.0,TIDAK ADA,1.0,SINYAL LEMAH,1.0,2.0,ADA,3,2,0,1,3,Sangat Tertinggal
3201140009.0,KABUPATEN BOGOR,SENTUL,2020.0,500.0,TIDAK ADA,6.0,SINYAL KUAT,0.0,2.0,TIDAK ADA,6,3,0,0,0,Tertinggal
3201140003.0,KABUPATEN BOGOR,KARANGTENGAH,2020.0,100.0,TIDAK ADA,5.0,SINYAL KUAT,0.0,1.0,TIDAK ADA,15,3,0,0,0,Tertinggal
3201140007.0,KABUPATEN BOGOR,CIPAMBUAN,2020.0,100.0,TIDAK ADA,0.0,SINYAL KUAT,0.0,0.0,ADA,1,3,0,1,1,Maju
3201140008.0,KABUPATEN BOGOR,KADUMANGGU,2020.0,20.0,TIDAK ADA,10.0,SINYAL KUAT,0.0,3.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201140006.0,KABUPATEN BOGOR,CITARINGGUL,2020.0,500.0,TIDAK ADA,3.0,SINYAL KUAT,0.0,0.0,ADA,2,3,0,1,1,Maju
3201140005.0,KABUPATEN BOGOR,BABAKAN MADANG,2020.0,200.0,TIDAK ADA,12.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201140002.0,KABUPATEN BOGOR,BOJONG KONENG,2020.0,200.0,TIDAK ADA,5.0,SINYAL LEMAH,0.0,4.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201170011.0,KABUPATEN BOGOR,SUKAMAJU,2020.0,50.0,TIDAK ADA,11.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201170009.0,KABUPATEN BOGOR,SIRNAGALIH,2020.0,20.0,TIDAK ADA,3.0,SINYAL KUAT,1.0,20.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201170005.0,KABUPATEN BOGOR,SINGAJAYA,2020.0,100.0,TIDAK ADA,4.0,SINYAL LEMAH,0.0,2.0,TIDAK ADA,3,2,0,0,3,Sangat Tertinggal
3201170006.0,KABUPATEN BOGOR,SUKASIRNA,2020.0,15.0,TIDAK ADA,17.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,8,2,0,0,3,Sangat Tertinggal
3201170002.0,KABUPATEN BOGOR,SUKANEGARA,2020.0,50.0,TIDAK ADA,4.0,SINYAL KUAT,0.0,0.0,ADA,4,3,0,1,1,Maju
3201170012.0,KABUPATEN BOGOR,SUKAMANAH,2020.0,250.0,TIDAK ADA,5.0,SINYAL KUAT,5.0,10.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201170013.0,KABUPATEN BOGOR,WENINGGALIH,2020.0,100.0,TIDAK ADA,3.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201170003.0,KABUPATEN BOGOR,CIBODAS,2020.0,200.0,TIDAK ADA,6.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201170010.0,KABUPATEN BOGOR,JONGGOL,2020.0,200.0,TIDAK ADA,18.0,SINYAL KUAT,10.0,1.0,TIDAK ADA,4,3,0,0,0,Tertinggal
3201170008.0,KABUPATEN BOGOR,BENDUNGAN,2020.0,800.0,TIDAK ADA,7.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,2,2,0,0,3,Sangat Tertinggal
3201170004.0,KABUPATEN BOGOR,SINGASARI,2020.0,200.0,TIDAK ADA,10.0,SINYAL LEMAH,0.0,15.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201170007.0,KABUPATEN BOGOR,BALEKAMBANG,2020.0,100.0,TIDAK ADA,4.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,2,2,0,0,3,Sangat Tertinggal
3201170001.0,KABUPATEN BOGOR,SUKAJAYA,2020.0,250.0,TIDAK ADA,2.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,1,2,0,0,3,Sangat Tertinggal
3201170014.0,KABUPATEN BOGOR,SUKAGALIH,2020.0,100.0,TIDAK ADA,1.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201180020.0,KABUPATEN BOGOR,PASIRANGIN,2020.0,50.0,TIDAK ADA,35.0,SINYAL KUAT,0.0,5.0,ADA,13,3,0,1,1,Maju
3201180016.0,KABUPATEN BOGOR,MEKARSARI,2020.0,100.0,TIDAK ADA,13.0,SINYAL KUAT,3.0,10.0,ADA,8,3,0,1,1,Maju
3201180011.0,KABUPATEN BOGOR,MAMPIR,2020.0,200.0,TIDAK ADA,7.0,SINYAL KUAT,0.0,12.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201180010.0,KABUPATEN BOGOR,DAYEUH,2020.0,10.0,TIDAK ADA,19.0,SINYAL KUAT,0.0,0.0,ADA,25,3,0,1,1,Maju
3201180015.0,KABUPATEN BOGOR,GANDOANG,2020.0,150.0,TIDAK ADA,15.0,SINYAL KUAT,4.0,4.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201180014.0,KABUPATEN BOGOR,JATISARI,2020.0,300.0,TIDAK ADA,7.0,SINYAL KUAT,0.0,43.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201180017.0,KABUPATEN BOGOR,CILEUNGSI KIDUL,2020.0,500.0,TIDAK ADA,32.0,SINYAL KUAT,1.0,2.0,ADA,25,3,0,1,1,Maju
3201180013.0,KABUPATEN BOGOR,CIPEUCANG,2020.0,300.0,TIDAK ADA,17.0,SINYAL KUAT,0.0,87.0,TIDAK ADA,4,3,0,0,2,Mandiri (Ekonomi)
3201180012.0,KABUPATEN BOGOR,SITUSARI,2020.0,500.0,TIDAK ADA,6.0,SINYAL KUAT,19.0,13.0,TIDAK ADA,5,3,0,0,2,Mandiri (Ekonomi)
3201180021.0,KABUPATEN BOGOR,CIPENJO,2020.0,100.0,TIDAK ADA,15.0,SINYAL KUAT,1.0,1.0,ADA,0,3,0,1,1,Maju
3201180019.0,KABUPATEN BOGOR,LIMUSNUNGGAL,2020.0,500.0,TIDAK ADA,13.0,SINYAL KUAT,2.0,2.0,ADA,22,3,0,1,1,Maju
3201180018.0,KABUPATEN BOGOR,CILEUNGSI,2020.0,300.0,TIDAK ADA,26.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,5,3,0,0,0,Tertinggal
3201160011.0,KABUPATEN BOGOR,KARYAMEKAR,2020.0,10.0,TIDAK ADA,7.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,3,2,0,0,3,Sangat Tertinggal
3201160020.0,KABUPATEN BOGOR,BABAKANRADEN,2020.0,100.0,TIDAK ADA,4.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201160013.0,KABUPATEN BOGOR,CIKUTAMAHI,2020.0,1000.0,TIDAK ADA,4.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,2,2,0,0,3,Sangat Tertinggal
3201160018.0,KABUPATEN BOGOR,KUTAMEKAR,2020.0,500.0,TIDAK ADA,2.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201160017.0,KABUPATEN BOGOR,CARIU,2020.0,700.0,TIDAK ADA,10.0,SINYAL KUAT,0.0,1.0,ADA,2,3,0,1,1,Maju
3201160015.0,KABUPATEN BOGOR,MEKARWANGI,2020.0,10.0,TIDAK ADA,3.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201160012.0,KABUPATEN BOGOR,BANTARKUNING,2020.0,50.0,TIDAK ADA,4.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201160019.0,KABUPATEN BOGOR,SUKAJADI,2020.0,2000.0,TIDAK ADA,2.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201160016.0,KABUPATEN BOGOR,TEGALPANJANG,2020.0,20.0,TIDAK ADA,3.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201160014.0,KABUPATEN BOGOR,CIBATUTIGA,2020.0,100.0,ADA,2.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,1,2,1,0,4,Mandiri (Tata Kelola)
3201150003.0,KABUPATEN BOGOR,WARGAJAYA,2020.0,2000.0,TIDAK ADA,3.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201150008.0,KABUPATEN BOGOR,PABUARAN,2020.0,1000.0,TIDAK ADA,4.0,SINYAL KUAT,0.0,1.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201150009.0,KABUPATEN BOGOR,SUKADAMAI,2020.0,700.0,TIDAK ADA,4.0,SINYAL LEMAH,0.0,65.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201150001.0,KABUPATEN BOGOR,SUKAWANGI,2020.0,900.0,TIDAK ADA,3.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201150007.0,KABUPATEN BOGOR,CIBADAK,2020.0,100.0,TIDAK ADA,1.0,SINYAL LEMAH,3.0,3.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201150010.0,KABUPATEN BOGOR,SUKARESMI,2020.0,450.0,TIDAK ADA,1.0,TIDAK ADA SINYAL,0.0,0.0,TIDAK ADA,0,1,0,0,3,Sangat Tertinggal
3201150005.0,KABUPATEN BOGOR,SUKAMULYA,2020.0,50.0,TIDAK ADA,4.0,SINYAL KUAT,0.0,5.0,ADA,0,3,0,1,1,Maju
3201150002.0,KABUPATEN BOGOR,SUKAHARJA,2020.0,100.0,TIDAK ADA,8.0,SINYAL KUAT,0.0,1.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201150004.0,KABUPATEN BOGOR,SIRNAJAYA,2020.0,200.0,TIDAK ADA,4.0,SINYAL KUAT,5.0,0.0,ADA,0,3,0,1,1,Maju
3201150006.0,KABUPATEN BOGOR,SUKAMAKMUR,2020.0,100.0,TIDAK ADA,4.0,SINYAL KUAT,3.0,1.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201240012.0,KABUPATEN BOGOR,PARUNG,2020.0,50.0,TIDAK ADA,16.0,SINYAL KUAT,7.0,7.0,TIDAK ADA,7,3,0,0,2,Mandiri (Ekonomi)
3201240009.0,KABUPATEN BOGOR,IWUL,2020.0,100.0,TIDAK ADA,10.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201240015.0,KABUPATEN BOGOR,BOJONGSEMPU,2020.0,400.0,TIDAK ADA,9.0,SINYAL KUAT,75.0,1.0,TIDAK ADA,3,3,0,0,2,Mandiri (Ekonomi)
3201240013.0,KABUPATEN BOGOR,WARU,2020.0,500.0,TIDAK ADA,9.0,SINYAL KUAT,50.0,11.0,TIDAK ADA,0,3,0,0,2,Mandiri (Ekonomi)
3201240017.0,KABUPATEN BOGOR,COGREG,2020.0,10.0,TIDAK ADA,8.0,SINYAL KUAT,200.0,20.0,ADA,4,3,0,1,2,Mandiri (Ekonomi)
3201240011.0,KABUPATEN BOGOR,PAMEGARSARI,2020.0,500.0,TIDAK ADA,30.0,SINYAL KUAT,270.0,8.0,TIDAK ADA,0,3,0,0,2,Mandiri (Ekonomi)
3201240014.0,KABUPATEN BOGOR,WARUJAYA,2020.0,2000.0,TIDAK ADA,6.0,SINYAL LEMAH,30.0,1.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201240016.0,KABUPATEN BOGOR,BOJONGINDAH,2020.0,150.0,TIDAK ADA,5.0,SINYAL KUAT,21.0,3.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201240010.0,KABUPATEN BOGOR,JABONMEKAR,2020.0,10.0,TIDAK ADA,11.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201250004.0,KABUPATEN BOGOR,CIDOKOM,2020.0,500.0,TIDAK ADA,9.0,SINYAL KUAT,2.0,2.0,ADA,20,3,0,1,1,Maju
3201250005.0,KABUPATEN BOGOR,PADURENAN,2020.0,400.0,TIDAK ADA,7.0,SINYAL LEMAH,0.0,1.0,ADA,4,2,0,1,3,Sangat Tertinggal
3201250008.0,KABUPATEN BOGOR,PENGASINAN,2020.0,10.0,TIDAK ADA,18.0,SINYAL KUAT,1.0,2.0,ADA,0,3,0,1,1,Maju
3201250006.0,KABUPATEN BOGOR,CURUG,2020.0,500.0,TIDAK ADA,18.0,SINYAL KUAT,10.0,10.0,TIDAK ADA,2,3,0,0,2,Mandiri (Ekonomi)
3201250009.0,KABUPATEN BOGOR,GUNUNGSINDUR,2020.0,5.0,TIDAK ADA,15.0,SINYAL KUAT,26.0,13.0,TIDAK ADA,3,3,0,0,2,Mandiri (Ekonomi)
3201250001.0,KABUPATEN BOGOR,JAMPANG,2020.0,10.0,TIDAK ADA,8.0,SINYAL LEMAH,26.0,13.0,TIDAK ADA,2,2,0,0,3,Sangat Tertinggal
3201250002.0,KABUPATEN BOGOR,CIBADUNG,2020.0,5.0,TIDAK ADA,8.0,SINYAL KUAT,0.0,1.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201250003.0,KABUPATEN BOGOR,CIBINONG,2020.0,20.0,TIDAK ADA,9.0,SINYAL KUAT,1.0,5.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201250007.0,KABUPATEN BOGOR,RAWAKALONG,2020.0,200.0,TIDAK ADA,10.0,SINYAL KUAT,7.0,0.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201250010.0,KABUPATEN BOGOR,PABUARAN,2020.0,100.0,TIDAK ADA,11.0,SINYAL KUAT,12.0,10.0,TIDAK ADA,0,3,0,0,2,Mandiri (Ekonomi)
3201230009.0,KABUPATEN BOGOR,BOJONG,2020.0,20.0,TIDAK ADA,2.0,SINYAL KUAT,0.0,15.0,TIDAK ADA,5,3,0,0,0,Tertinggal
3201230008.0,KABUPATEN BOGOR,PARAKANJAYA,2020.0,400.0,TIDAK ADA,12.0,SINYAL LEMAH,6.0,5.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201230010.0,KABUPATEN BOGOR,KEMANG,2020.0,100.0,TIDAK ADA,7.0,SINYAL KUAT,200.0,2.0,TIDAK ADA,3,3,0,0,2,Mandiri (Ekonomi)
3201230011.0,KABUPATEN BOGOR,PABUARAN,2020.0,10.0,TIDAK ADA,11.0,SINYAL KUAT,2.0,4.0,ADA,1,3,0,1,1,Maju
3201230006.0,KABUPATEN BOGOR,SEMPLAK BARAT,2020.0,200.0,TIDAK ADA,3.0,SINYAL KUAT,0.0,0.0,ADA,0,3,0,1,1,Maju
3201230015.0,KABUPATEN BOGOR,JAMPANG,2020.0,50.0,TIDAK ADA,11.0,SINYAL KUAT,150.0,0.0,TIDAK ADA,0,3,0,0,2,Mandiri (Ekonomi)
3201230014.0,KABUPATEN BOGOR,PONDOK UDIK,2020.0,200.0,TIDAK ADA,23.0,SINYAL KUAT,5.0,1.0,ADA,5,3,0,1,1,Maju
3201230013.0,KABUPATEN BOGOR,TEGAL,2020.0,10.0,TIDAK ADA,6.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201220012.0,KABUPATEN BOGOR,BOJONGBARU,2020.0,300.0,TIDAK ADA,20.0,SINYAL KUAT,2.0,2.0,ADA,0,3,0,1,1,Maju
3201220002.0,KABUPATEN BOGOR,CIMANGGIS,2020.0,2000.0,TIDAK ADA,58.0,SINYAL KUAT,3.0,0.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201220011.0,KABUPATEN BOGOR,SUSUKAN,2020.0,50.0,TIDAK ADA,13.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201220015.0,KABUPATEN BOGOR,RAGAJAYA,2020.0,300.0,TIDAK ADA,24.0,SINYAL KUAT,1.0,1.0,ADA,0,3,0,1,1,Maju
3201220004.0,KABUPATEN BOGOR,KEDUNGWARINGIN,2020.0,25.0,TIDAK ADA,11.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,4,3,0,0,0,Tertinggal
3201220003.0,KABUPATEN BOGOR,WARINGINJAYA,2020.0,600.0,TIDAK ADA,17.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201220013.0,KABUPATEN BOGOR,RAWAPANJANG,2020.0,300.0,TIDAK ADA,19.0,SINYAL KUAT,1.0,1.0,ADA,0,3,0,1,1,Maju
3201220005.0,KABUPATEN BOGOR,BOJONGGEDE,2020.0,75.0,TIDAK ADA,35.0,SINYAL KUAT,11.0,14.0,ADA,12,3,0,1,2,Mandiri (Ekonomi)
3201020018.0,KABUPATEN BOGOR,LEUWILIANG,2020.0,500.0,TIDAK ADA,6.0,SINYAL KUAT,0.0,0.0,ADA,0,3,0,1,1,Maju
3201020001.0,KABUPATEN BOGOR,PURASARI,2020.0,100.0,TIDAK ADA,4.0,SINYAL KUAT,12.0,1.0,ADA,0,3,0,1,1,Maju
3201020003.0,KABUPATEN BOGOR,KARYASARI,2020.0,30.0,TIDAK ADA,2.0,SINYAL KUAT,1.0,0.0,ADA,0,3,0,1,1,Maju
3201020004.0,KABUPATEN BOGOR,PABANGBON,2020.0,200.0,TIDAK ADA,4.0,SINYAL LEMAH,1.0,1.0,TIDAK ADA,1,2,0,0,3,Sangat Tertinggal
3201020005.0,KABUPATEN BOGOR,KARACAK,2020.0,10.0,TIDAK ADA,12.0,SINYAL LEMAH,0.0,0.0,ADA,1,2,0,1,3,Sangat Tertinggal
3201020006.0,KABUPATEN BOGOR,BARENGKOK,2020.0,100.0,TIDAK ADA,9.0,SINYAL KUAT,1.0,2.0,ADA,6,3,0,1,1,Maju
3201020017.0,KABUPATEN BOGOR,LEUWIMEKAR,2020.0,10.0,TIDAK ADA,17.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,12,3,0,0,0,Tertinggal
3201020002.0,KABUPATEN BOGOR,PURASEDA,2020.0,10.0,TIDAK ADA,1.0,SINYAL LEMAH,10.0,6.0,TIDAK ADA,1,2,0,0,3,Sangat Tertinggal
3201020016.0,KABUPATEN BOGOR,CIBEBER I,2020.0,5.0,TIDAK ADA,4.0,SINYAL KUAT,1.0,1.0,ADA,0,3,0,1,1,Maju
3201020007.0,KABUPATEN BOGOR,CIBEBER II,2020.0,500.0,TIDAK ADA,3.0,SINYAL LEMAH,1.0,1.0,TIDAK ADA,2,2,0,0,3,Sangat Tertinggal
3201020019.0,KABUPATEN BOGOR,KAREHKEL,2020.0,3.0,TIDAK ADA,9.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,13,3,0,0,0,Tertinggal
3201050019.0,KABUPATEN BOGOR,CIAMPEA,2020.0,40.0,TIDAK ADA,4.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201050008.0,KABUPATEN BOGOR,CINANGKA,2020.0,500.0,TIDAK ADA,11.0,SINYAL KUAT,6.0,10.0,ADA,0,3,0,1,2,Mandiri (Ekonomi)
3201050013.0,KABUPATEN BOGOR,CIHIDEUNGUDIK,2020.0,500.0,TIDAK ADA,4.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201050012.0,KABUPATEN BOGOR,BOJONGJENGKOL,2020.0,50.0,TIDAK ADA,6.0,SINYAL KUAT,0.0,50.0,ADA,0,3,0,1,1,Maju
3201050011.0,KABUPATEN BOGOR,TEGALWARU,2020.0,10.0,TIDAK ADA,5.0,SINYAL KUAT,15.0,4.0,ADA,2,3,0,1,2,Mandiri (Ekonomi)
3201050009.0,KABUPATEN BOGOR,CIBUNTU,2020.0,10.0,TIDAK ADA,13.0,SINYAL KUAT,1.0,1.0,TIDAK ADA,13,3,0,0,0,Tertinggal
3201050010.0,KABUPATEN BOGOR,CICADAS,2020.0,300.0,TIDAK ADA,6.0,SINYAL KUAT,8.0,4.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201050017.0,KABUPATEN BOGOR,CIBADAK,2020.0,100.0,TIDAK ADA,7.0,SINYAL KUAT,0.0,0.0,ADA,0,3,0,1,1,Maju
3201050016.0,KABUPATEN BOGOR,BOJONGRANGKAS,2020.0,150.0,TIDAK ADA,8.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201050014.0,KABUPATEN BOGOR,CIHIDEUNGHILIR,2020.0,170.0,TIDAK ADA,3.0,SINYAL KUAT,1.0,1.0,ADA,3,3,0,1,1,Maju
